movieId,full title,genres,title,year,gross ($),# award wins,# award nominations,average rating,# ratings,imdb rating,metascore,imdb link,tmdb link,corrected imdb link,condensed name
3354,Mission to Mars (2000),Sci-Fi,Mission to Mars,2000,60883407,0,1,2.63,30,5.6,34,183523,2067,tt0183523,theMissiontoMars
3408,Erin Brockovich (2000),Drama,Erin Brockovich,2000,125595205,31,57,3.75,75,7.3,73,195685,462,tt0195685,theErinBrockovich
3409,Final Destination (2000),Drama|Thriller,Final Destination,2000,53331147,3,3,2.8,23,6.7,36,195714,9532,tt0195714,theFinalDestination
3452,Romeo Must Die (2000),Action|Crime|Romance|Thriller,Romeo Must Die,2000,55973336,1,7,2.85,27,6.1,52,165929,2085,tt0165929,theRomeoMustDie
3453,Here on Earth (2000),Drama|Romance,Here on Earth,2000,10522168,0,2,2.67,3,5.1,25,195778,13539,tt0195778,theHereonEarth
3454,Whatever It Takes (2000),Comedy|Romance,Whatever It Takes,2000,8745680,0,3,3.25,2,5.5,20,202402,16222,tt0202402,theWhateverItTakes
3457,Waking the Dead (2000),Drama|Thriller,Waking the Dead,2000,270745,0,1,2.5,3,6.7,59,127349,37722,tt0127349,theWakingtheDead
3481,High Fidelity (2000),Comedy|Drama|Romance,High Fidelity,2000,27287137,3,21,3.99,75,7.6,79,146882,243,tt0146882,theHighFidelity
3483,"Road to El Dorado, The (2000)",Animation|Children,"Road to El Dorado, The",2000,50863742,1,12,3.25,8,6.9,51,138749,10501,tt0138749,"theRoadtoElDorado,The"
3484,"Skulls, The (2000)",Thriller,"Skulls, The",2000,35046120,0,1,2.73,11,5.6,24,192614,11478,tt0192614,"theSkulls,The"
3510,Frequency (2000),Drama|Thriller,Frequency,2000,45010278,2,7,3.59,39,7.3,67,186151,10559,tt0186151,theFrequency
3512,Return to Me (2000),Drama|Romance,Return to Me,2000,32722798,1,2,3.8,10,6.9,54,122459,2621,tt0122459,theReturntoMe
3513,Rules of Engagement (2000),Drama|Thriller,Rules of Engagement,2000,61335230,1,2,3.61,14,6.4,45,160797,10479,tt0160797,theRulesofEngagement
3515,Me Myself I (2000),Comedy|Romance,Me Myself I,2000,369975,3,6,3.13,4,6.5,46,183503,49721,tt0183503,theMeMyselfI
3534,28 Days (2000),Drama,28 Days,2000,37170488,1,0,3.29,21,6,46,191754,10468,tt0191754,the28Days
3535,American Psycho (2000),Crime|Horror|Mystery|Thriller,American Psycho,2000,15070285,5,8,3.76,40,7.6,64,144084,1359,tt0144084,theAmericanPsycho
3536,Keeping the Faith (2000),Comedy|Drama|Romance,Keeping the Faith,2000,37047880,2,5,3.54,26,6.4,60,171433,4967,tt0171433,theKeepingtheFaith
3537,Where the Money Is (2000),Comedy|Drama,Where the Money Is,2000,5661798,0,0,3,2,6.3,49,149367,31776,tt0149367,theWheretheMoneyIs
3539,"Filth and the Fury, The (2000)",Documentary,"Filth and the Fury, The",2000,Invalid Movie specified.,3,1,3.83,3,7.7,82,236216,27745,tt0236216,"theFilthandtheFury,The"
3540,Passion of Mind (2000),Drama|Mystery|Romance,Passion of Mind,2000,769272,0,1,2,1,5.6,28,160644,19214,tt0160644,thePassionofMind
3553,Gossip (2000),Drama|Thriller,Gossip,2000,5108820,0,3,2.5,2,5.9,31,176783,18041,tt0176783,theGossip
3554,Love and Basketball (2000),Drama|Romance,Love and Basketball,2000,27459615,12,15,3.67,3,7.2,70,199725,14736,tt0199725,theLoveandBasketball
3555,U-571 (2000),Action|Thriller|War,U-571,2000,Invalid Movie specified.,2,10,3.39,36,6.6,62,141926,3536,tt0141926,theU-571
3564,"Flintstones in Viva Rock Vegas, The (2000)",Children|Comedy,"Flintstones in Viva Rock Vegas, The",2000,Invalid Movie specified.,0,5,1.31,8,3.6,27,158622,889,tt0158622,"theFlintstonesinVivaRockVegas,The"
3565,Where the Heart Is (2000),Comedy|Drama,Where the Heart Is,2000,33772838,1,2,3.3,5,6.8,30,198021,10564,tt0198021,theWheretheHeartIs
3566,"Big Kahuna, The (2000)",Comedy|Drama,"Big Kahuna, The",2000,3165544,0,1,3.75,4,6.7,56,189584,15723,tt0189584,"theBigKahuna,The"
3567,Bossa Nova (2000),Comedy|Drama|Romance,Bossa Nova,2000,1823297,0,3,4.5,2,6.5,57,180837,19600,tt0180837,theBossaNova
3571,Time Code (2000),Comedy|Drama,Time Code,2000,1057750,0,2,2.25,4,6.2,65,220100,36234,tt0220100,theTimeCode
3578,Gladiator (2000),Action|Adventure|Drama,Gladiator,2000,187705427,53,101,4.05,164,8.5,64,172495,98,tt0172495,theGladiator
3580,Up at the Villa (2000),Drama,Up at the Villa,2000,2933161,0,0,2.17,3,6,57,153464,47724,tt0153464,theUpattheVilla
3593,Battlefield Earth (2000),Action|Sci-Fi,Battlefield Earth,2000,21471685,12,4,1.03,19,2.4,9,185183,5491,tt0185183,theBattlefieldEarth
3594,Center Stage (2000),Drama|Musical,Center Stage,2000,17200925,1,0,3.38,4,6.7,52,210616,10560,tt0210616,theCenterStage
3596,Screwed (2000),Comedy,Screwed,2000,7027345,0,0,1,1,5.7,7,156323,19419,tt0156323,theScrewed
3597,Whipped (2000),Comedy,Whipped,2000,4159986,0,1,1,1,4.4,10,174336,23531,tt0174336,theWhipped
3598,Hamlet (2000),Crime|Drama|Romance|Thriller,Hamlet,2000,Invalid Movie specified.,1,2,3.75,6,6,70,171359,10688,tt0171359,theHamlet
3615,Dinosaur (2000),Adventure|Animation|Children,Dinosaur,2000,137748063,4,20,2.64,7,6.4,56,130623,10567,tt0130623,theDinosaur
3616,Loser (2000),Comedy|Romance,Loser,2000,15618626,0,1,3.17,9,5.3,35,217630,10642,tt0217630,theLoser
3617,Road Trip (2000),Comedy,Road Trip,2000,68540777,2,9,2.97,36,6.5,55,215129,9285,tt0215129,theRoadTrip
3618,Small Time Crooks (2000),Comedy|Crime,Small Time Crooks,2000,17266359,1,3,3.39,9,6.7,69,196216,10569,tt0196216,theSmallTimeCrooks
3623,Mission: Impossible II (2000),Action|Adventure|Thriller,Mission: Impossible II,2000,Invalid Movie specified.,10,18,2.79,75,6.1,59,120755,955,tt0120755,theMission:ImpossibleII
3624,Shanghai Noon (2000),Action|Adventure|Comedy|Western,Shanghai Noon,2000,56937502,1,7,3.34,38,6.6,77,184894,8584,tt0184894,theShanghaiNoon
3646,Big Momma's House (2000),Comedy,Big Momma's House,2000,117559438,1,8,2.21,12,5.1,33,208003,9600,tt0208003,theBigMomma'sHouse
3717,Gone in 60 Seconds (2000),Action|Crime,Gone in 60 Seconds,2000,101648571,6,5,2.94,48,6.5,35,187078,9679,tt0187078,theGonein60Seconds
3719,Love's Labour's Lost (2000),Comedy|Romance,Love's Labour's Lost,2000,299792,0,3,2.5,2,6.1,35,182295,51333,tt0182295,theLove'sLabour'sLost
3743,Boys and Girls (2000),Comedy|Romance,Boys and Girls,2000,21799652,0,0,2.5,1,5.3,29,204175,10571,tt0204175,theBoysandGirls
3744,Shaft (2000),Action|Crime|Thriller,Shaft,2000,70334258,1,13,2.92,18,5.9,50,162650,479,tt0162650,theShaft
3745,Titan A.E. (2000),Action|Adventure|Animation|Children|Sci-Fi,Titan A.E.,2000,22753426,1,7,3.45,30,6.6,48,120913,7450,tt0120913,theTitanA.E.
3751,Chicken Run (2000),Animation|Children|Comedy,Chicken Run,2000,106834564,23,26,3.51,70,7,88,120630,7443,tt0120630,theChickenRun
3752,"Me, Myself & Irene (2000)",Adventure|Comedy,"Me, Myself & Irene",2000,Invalid Movie specified.,2,4,3.04,38,6.5,49,183505,2123,tt0183505,"theMe,Myself&Irene"
3753,"Patriot, The (2000)",Action|Drama|War,"Patriot, The",2000,113330342,8,18,3.37,67,7.1,63,187393,2024,tt0187393,"thePatriot,The"
3754,"Adventures of Rocky and Bullwinkle, The (2000)",Adventure|Animation|Children|Comedy|Fantasy,"Adventures of Rocky and Bullwinkle, The",2000,Invalid Movie specified.,2,4,2.44,8,4.1,36,131704,17711,tt0131704,"theAdventuresofRockyandBullwinkle,The"
3755,"Perfect Storm, The (2000)",Drama|Thriller,"Perfect Storm, The",2000,182618434,4,24,3.08,49,6.4,59,177971,2133,tt0177971,"thePerfectStorm,The"
3756,"Golden Bowl, The (2000)",Drama,"Golden Bowl, The",2000,3050532,1,1,3,1,6,62,200669,29946,tt0200669,"theGoldenBowl,The"
3784,"Kid, The (2000)",Comedy|Fantasy,"Kid, The",2000,Invalid Movie specified.,1,2,2.94,9,6.1,45,219854,4244,tt0219854,"theKid,The"
3785,Scary Movie (2000),Comedy|Horror,Scary Movie,2000,157019771,7,5,2.89,41,6.2,48,175142,4247,tt0175142,theScaryMovie
3790,Groove (2000),Drama,Groove,2000,1115313,0,2,2,1,6.5,54,212974,23655,tt0212974,theGroove
3793,X-Men (2000),Action|Adventure|Sci-Fi,X-Men,2000,157299717,13,26,3.56,130,7.4,64,120903,36657,tt0120903,theX-Men
3796,"Wisdom of Crocodiles, The (a.k.a. Immortality) (2000)",Romance|Thriller,"Wisdom of Crocodiles, The (a.k.a. Immortality)",2000,25648,3,1,3,1,6.3,58,120894,1448,tt0120894,"theWisdomofCrocodiles,The(a.k.a.Immortality)"
3797,"In Crowd, The (2000)",Thriller,"In Crowd, The",2000,5280035,0,0,0.75,2,4.6,14,163676,36047,tt0163676,"theInCrowd,The"
3798,What Lies Beneath (2000),Drama|Horror|Mystery,What Lies Beneath,2000,155464351,4,5,3.36,25,6.6,51,161081,2655,tt0161081,theWhatLiesBeneath
3799,Pok̩mon the Movie 2000 (2000),Animation|Children,Pok̩mon the Movie 2000,2000,#N/A,0,0,2,3,5.9,28,210234,12599,tt0210234,thePok̩montheMovie2000
3820,Thomas and the Magic Railroad (2000),Children,Thomas and the Magic Railroad,2000,15933506,0,2,0.5,1,3.6,19,205461,16110,tt0205461,theThomasandtheMagicRailroad
3821,Nutty Professor II: The Klumps (2000),Comedy,Nutty Professor II: The Klumps,2000,Invalid Movie specified.,2,12,2.38,8,4.3,38,144528,12107,tt0144528,theNuttyProfessorII:TheKlumps
3824,Autumn in New York (2000),Drama|Romance,Autumn in New York,2000,37761915,1,2,2.33,6,5.5,24,174480,10641,tt0174480,theAutumninNewYork
3825,Coyote Ugly (2000),Comedy|Drama|Romance,Coyote Ugly,2000,60786269,4,4,2.61,9,5.6,27,200550,6282,tt0200550,theCoyoteUgly
3826,Hollow Man (2000),Horror|Sci-Fi|Thriller,Hollow Man,2000,73209340,7,9,2.57,23,5.7,24,164052,9383,tt0164052,theHollowMan
3827,Space Cowboys (2000),Action|Adventure|Comedy|Sci-Fi,Space Cowboys,2000,90464773,4,6,3.02,30,6.4,73,186566,5551,tt0186566,theSpaceCowboys
3830,Psycho Beach Party (2000),Comedy|Horror|Thriller,Psycho Beach Party,2000,268117,3,1,3,3,6.3,42,206226,27723,tt0206226,thePsychoBeachParty
3831,Saving Grace (2000),Comedy,Saving Grace,2000,12178602,4,8,2.67,6,6.9,62,195234,2360,tt0195234,theSavingGrace
3851,I'm the One That I Want (2000),Comedy,I'm the One That I Want,2000,1210967,0,0,4.5,2,7.5,81,251739,38548,tt0251739,theI'mtheOneThatIWant
3852,"Tao of Steve, The (2000)",Comedy,"Tao of Steve, The",2000,4342203,1,1,3.15,10,6.8,70,234853,20438,tt0234853,"theTaoofSteve,The"
3857,Bless the Child (2000),Thriller,Bless the Child,2000,29381494,1,5,2.08,6,5.1,17,163983,10391,tt0163983,theBlesstheChild
3858,Cecil B. DeMented (2000),Comedy,Cecil B. DeMented,2000,1284646,0,2,3.86,7,6.2,57,173716,14195,tt0173716,theCecilB.DeMented
3859,"Eyes of Tammy Faye, The (2000)",Documentary,"Eyes of Tammy Faye, The",2000,1029591,3,6,3,1,7.2,69,233687,15665,tt0233687,"theEyesofTammyFaye,The"
3861,"Replacements, The (2000)",Comedy,"Replacements, The",2000,44737059,0,0,3.46,14,6.5,30,191397,10393,tt0191397,"theReplacements,The"
3863,"Cell, The (2000)",Drama|Horror|Thriller,"Cell, The",2000,61334059,6,23,3.19,35,6.3,40,209958,8843,tt0209958,"theCell,The"
3865,"Original Kings of Comedy, The (2000)",Comedy|Documentary,"Original Kings of Comedy, The",2000,38182790,0,3,3.67,3,6.6,76,236388,23618,tt0236388,"theOriginalKingsofComedy,The"
3879,"Art of War, The (2000)",Action|Thriller,"Art of War, The",2000,30208599,2,9,2.14,11,5.7,30,160009,11398,tt0160009,"theArtofWar,The"
3882,Bring It On (2000),Comedy,Bring It On,2000,68379000,2,7,3.36,18,5.9,52,204946,1588,tt0204946,theBringItOn
3888,Skipped Parts (2000),Drama|Romance,Skipped Parts,2000,Invalid Movie specified.,0,1,3.5,3,6.5,N/A,209322,41282,tt0209322,theSkippedParts
3889,Highlander: Endgame (Highlander IV) (2000),Action|Adventure|Fantasy,Highlander: Endgame (Highlander IV),2000,12811858,0,0,1.78,9,4.6,21,144964,12211,tt0144964,theHighlander:Endgame(HighlanderIV)
3890,Back Stage (2000),Documentary,Back Stage,2000,1191835,0,1,3,1,5.5,29,259207,137236,tt0259207,theBackStage
3892,Anatomy (Anatomie) (2000),Horror,Anatomy (Anatomie),2000,9660,1,3,2.5,1,6.1,33,187696,1698,tt0187696,theAnatomy(Anatomie)
3893,Nurse Betty (2000),Comedy|Crime|Drama|Romance|Thriller,Nurse Betty,2000,25170054,4,14,3.53,19,6.3,69,171580,10480,tt0171580,theNurseBetty
3895,"Watcher, The (2000)",Crime|Thriller,"Watcher, The",2000,28946615,0,1,1.5,1,5.3,22,204626,10685,tt0204626,"theWatcher,The"
3896,"Way of the Gun, The (2000)",Crime|Thriller,"Way of the Gun, The",2000,6055661,0,0,3.95,10,6.7,49,202677,1619,tt0202677,"theWayoftheGun,The"
3897,Almost Famous (2000),Drama,Almost Famous,2000,32534850,51,102,3.89,83,7.9,90,181875,786,tt0181875,theAlmostFamous
3898,Bait (2000),Action|Comedy,Bait,2000,15325127,0,0,1.67,3,5.8,39,211938,14805,tt0211938,theBait
3901,Duets (2000),Comedy|Drama,Duets,2000,4739023,0,1,3.25,4,6,40,134630,18074,tt0134630,theDuets
3903,Urbania (2000),Drama,Urbania,2000,1032075,5,4,4,1,7,73,182508,77332,tt0182508,theUrbania
3905,"Specials, The (2000)",Comedy,"Specials, The",2000,13276,0,0,3.75,2,6,38,181836,29015,tt0181836,"theSpecials,The"
3906,Under Suspicion (2000),Crime|Thriller,Under Suspicion,2000,260562,0,2,3.33,3,6.5,43,164212,10562,tt0164212,theUnderSuspicion
3908,Urban Legends: Final Cut (2000),Horror,Urban Legends: Final Cut,2000,21468807,1,1,2.2,5,4.1,16,192731,12212,tt0192731,theUrbanLegends:FinalCut
3909,Woman on Top (2000),Comedy|Romance,Woman on Top,2000,5020111,0,2,3,3,5.3,41,206420,14629,tt0206420,theWomanonTop
3910,Dancer in the Dark (2000),Drama|Musical,Dancer in the Dark,2000,4184036,33,45,3.13,12,8,61,168629,16,tt0168629,theDancerintheDark
3911,Best in Show (2000),Comedy,Best in Show,2000,18715392,11,13,3.73,43,7.5,78,218839,13785,tt0218839,theBestinShow
3914,"Broken Hearts Club, The (2000)",Drama,"Broken Hearts Club, The",2000,1746585,1,1,5,1,7,51,222850,22597,tt0222850,"theBrokenHeartsClub,The"
3915,Girlfight (2000),Drama,Girlfight,2000,1565852,15,16,4,4,6.8,70,210075,19348,tt0210075,theGirlfight
3916,Remember the Titans (2000),Drama,Remember the Titans,2000,115654751,8,17,3.68,46,7.8,48,210945,10637,tt0210945,theRemembertheTitans
3943,Bamboozled (2000),Comedy,Bamboozled,2000,2274979,1,9,2.5,4,6.5,50,215545,24664,tt0215545,theBamboozled
3944,Bootmen (2000),Comedy|Drama,Bootmen,2000,31288,9,3,3,1,6.3,45,210584,21370,tt0210584,theBootmen
3945,Digimon: The Movie (2000),Adventure|Animation|Children,Digimon: The Movie,2000,Invalid Movie specified.,0,0,1,1,5.9,20,259974,20455,tt0259974,theDigimon:TheMovie
3946,Get Carter (2000),Action|Drama|Thriller,Get Carter,2000,14967182,0,3,3.33,6,5.1,24,208988,10461,tt0208988,theGetCarter
3948,Meet the Parents (2000),Comedy,Meet the Parents,2000,166244045,7,14,3.38,71,7,73,212338,1597,tt0212338,theMeettheParents
3949,Requiem for a Dream (2000),Drama,Requiem for a Dream,2000,3635482,32,61,4.09,65,8.4,68,180093,641,tt0180093,theRequiemforaDream
3950,Tigerland (2000),Drama,Tigerland,2000,139692,2,5,3.86,11,7,55,170691,10687,tt0170691,theTigerland
3952,"Contender, The (2000)",Drama|Thriller,"Contender, The",2000,17872723,1,20,3.75,6,7,59,208874,6521,tt0208874,"theContender,The"
3953,Dr. T and the Women (2000),Comedy|Romance,Dr. T and the Women,2000,13113041,0,2,2.25,4,4.6,64,205271,10763,tt0205271,theDr.TandtheWomen
3955,"Ladies Man, The (2000)",Comedy,"Ladies Man, The",2000,13616610,0,1,1.38,4,5.1,22,213790,16888,tt0213790,"theLadiesMan,The"
3956,Lost Souls (2000),Drama|Horror|Thriller,Lost Souls,2000,16815253,0,1,1.88,4,4.8,16,160484,10383,tt0160484,theLostSouls
3967,Billy Elliot (2000),Drama,Billy Elliot,2000,21995263,54,63,4.08,30,7.7,74,249462,71,tt0249462,theBillyElliot
3968,Bedazzled (2000),Comedy,Bedazzled,2000,37886980,1,3,2.68,19,6,49,230030,1636,tt0230030,theBedazzled
3969,Pay It Forward (2000),Drama,Pay It Forward,2000,33519628,1,4,3.43,21,7.2,40,223897,10647,tt0223897,thePayItForward
3973,Book of Shadows: Blair Witch 2 (2000),Crime|Horror|Mystery|Thriller,Book of Shadows: Blair Witch 2,2000,Invalid Movie specified.,2,5,1,4,4,15,229260,11531,tt0229260,theBookofShadows:BlairWitch2
3975,Lucky Numbers (2000),Comedy|Drama,Lucky Numbers,2000,10042516,1,1,1.67,3,5,31,219952,10783,tt0219952,theLuckyNumbers
3977,Charlie's Angels (2000),Action|Comedy,Charlie's Angels,2000,125305545,12,27,2.99,63,5.5,52,160127,4327,tt0160127,theCharlie'sAngels
3978,"Legend of Bagger Vance, The (2000)",Drama|Romance,"Legend of Bagger Vance, The",2000,30919168,2,10,3.1,10,6.7,47,146984,4958,tt0146984,"theLegendofBaggerVance,The"
3979,Little Nicky (2000),Comedy,Little Nicky,2000,39464775,0,7,2.04,14,5.3,38,185431,9678,tt0185431,theLittleNicky
3980,Men of Honor (2000),Drama,Men of Honor,2000,48818921,0,11,3.83,18,7.2,56,203019,11978,tt0203019,theMenofHonor
3981,Red Planet (2000),Action|Sci-Fi|Thriller,Red Planet,2000,17480890,0,1,2.91,23,5.7,34,199753,8870,tt0199753,theRedPlanet
3982,What's Cooking? (2000),Drama,What's Cooking?,2000,Invalid Movie specified.,1,3,4,1,7.1,57,197096,77434,tt0197096,theWhat'sCooking?
3983,You Can Count on Me (2000),Drama|Romance,You Can Count on Me,2000,9183362,30,41,4.08,12,7.7,85,203230,14295,tt0203230,theYouCanCountonMe
3986,"6th Day, The (2000)",Action|Sci-Fi|Thriller,"6th Day, The",2000,34604280,0,8,2.75,24,5.9,49,216216,8452,tt0216216,"the6thDay,The"
3987,Bounce (2000),Drama|Romance,Bounce,2000,36805288,2,2,4,3,5.7,52,186894,10862,tt0186894,theBounce
3988,How the Grinch Stole Christmas (a.k.a. The Grinch) (2000),Children|Comedy|Fantasy,How the Grinch Stole Christmas (a.k.a. The Grinch),2000,Invalid Movie specified.,17,35,3.02,29,6,46,170016,8871,tt0170016,theHowtheGrinchStoleChristmas(a.k.a.TheGrinch)
3990,Rugrats in Paris: The Movie (2000),Animation|Children|Comedy,Rugrats in Paris: The Movie,2000,Invalid Movie specified.,2,7,3,1,6.1,62,213203,16340,tt0213203,theRugratsinParis:TheMovie
3991,102 Dalmatians (2000),Children|Comedy,102 Dalmatians,2000,66957026,1,2,2.64,7,4.8,35,211181,10481,tt0211181,the102Dalmatians
3992,Mal̬na (2000),Drama|Romance|War,Mal̬na,2000,#N/A,6,15,3.25,2,7.5,54,213847,10867,tt0213847,theMal̬na
3993,Quills (2000),Drama|Romance,Quills,2000,7065332,18,41,3.4,10,7.4,70,180073,10876,tt0180073,theQuills
3994,Unbreakable (2000),Drama|Sci-Fi,Unbreakable,2000,95011339,2,12,3.59,69,7.2,62,217869,9741,tt0217869,theUnbreakable
3996,"Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)",Action|Drama|Romance,"Crouching Tiger, Hidden Dragon (Wo hu cang long)",2000,Invalid Movie specified.,95,126,3.97,112,7.9,93,190332,146,tt0190332,"theCrouchingTiger,HiddenDragon(Wohucanglong)"
3997,Dungeons & Dragons (2000),Action|Adventure|Comedy|Fantasy,Dungeons & Dragons,2000,Invalid Movie specified.,0,2,2.5,11,3.7,14,190374,11849,tt0190374,theDungeons&Dragons
3998,Proof of Life (2000),Drama,Proof of Life,2000,32598931,0,5,3.3,10,6.2,45,228750,11983,tt0228750,theProofofLife
3999,Vertical Limit (2000),Action|Adventure,Vertical Limit,2000,69243859,2,3,2.82,19,5.9,48,190865,11678,tt0190865,theVerticalLimit
4011,Snatch (2000),Comedy|Crime|Thriller,Snatch,2000,30328156,4,6,4.07,88,8.3,55,208092,107,tt0208092,theSnatch
4014,Chocolat (2000),Drama|Romance,Chocolat,2000,71509363,7,30,3.97,47,7.3,64,241303,392,tt0241303,theChocolat
4015,"Dude, Where's My Car? (2000)",Comedy|Sci-Fi,"Dude, Where's My Car?",2000,Invalid Movie specified.,0,5,2.21,26,5.5,30,242423,8859,tt0242423,"theDude,Where'sMyCar?"
4016,"Emperor's New Groove, The (2000)",Adventure|Animation|Children|Comedy|Fantasy,"Emperor's New Groove, The",2000,89302687,8,27,3.67,24,7.3,70,120917,11688,tt0120917,"theEmperor'sNewGroove,The"
4017,Pollock (2000),Drama,Pollock,2000,8598593,2,9,3.91,11,7,77,183659,12509,tt0183659,thePollock
4018,What Women Want (2000),Comedy|Romance,What Women Want,2000,182811707,5,7,3.38,36,6.4,47,207201,3981,tt0207201,theWhatWomenWant
4019,Finding Forrester (2000),Drama,Finding Forrester,2000,51804714,5,13,3.81,35,7.3,62,181536,711,tt0181536,theFindingForrester
4020,"Gift, The (2000)",Thriller,"Gift, The",2000,Invalid Movie specified.,0,8,3.27,13,6.7,62,219699,2046,tt0219699,"theGift,The"
4021,Before Night Falls (2000),Drama,Before Night Falls,2000,4242892,15,20,4,2,7.3,85,247196,5001,tt0247196,theBeforeNightFalls
4022,Cast Away (2000),Drama,Cast Away,2000,233632142,15,33,3.72,99,7.7,73,162222,8358,tt0162222,theCastAway
4023,"Family Man, The (2000)",Comedy|Drama|Romance,"Family Man, The",2000,75793305,4,6,3.19,18,6.7,42,218967,5994,tt0218967,"theFamilyMan,The"
4024,"House of Mirth, The (2000)",Romance,"House of Mirth, The",2000,3043284,6,28,3.33,3,7.1,78,200720,25520,tt0200720,"theHouseofMirth,The"
4025,Miss Congeniality (2000),Comedy|Crime,Miss Congeniality,2000,106807667,7,5,3.19,47,6.1,43,212346,1493,tt0212346,theMissCongeniality
4027,"O Brother, Where Art Thou? (2000)",Adventure|Comedy|Crime,"O Brother, Where Art Thou?",2000,Invalid Movie specified.,7,35,3.95,92,7.8,69,190590,134,tt0190590,"theOBrother,WhereArtThou?"
4028,Songcatcher (2000),Drama,Songcatcher,2000,3059834,5,5,3.5,2,7.3,63,210299,62677,tt0210299,theSongcatcher
4029,State and Main (2000),Comedy|Drama,State and Main,2000,6944471,7,8,3.57,7,6.8,75,120202,21991,tt0120202,theStateandMain
4030,Dracula 2000 (2000),Horror,Dracula 2000,2000,33022767,0,1,1.7,5,4.9,26,219653,10577,tt0219653,theDracula2000
4031,All the Pretty Horses (2000),Drama|Romance|Western,All the Pretty Horses,2000,15540353,1,13,3.25,4,5.8,55,149624,21355,tt0149624,theAllthePrettyHorses
4032,"Everlasting Piece, An (2000)",Comedy,"Everlasting Piece, An",2000,Invalid Movie specified.,0,1,3.5,1,6.3,56,218182,29122,tt0218182,"theEverlastingPiece,An"
4033,Thirteen Days (2000),Drama|Thriller|War,Thirteen Days,2000,34592089,3,7,3.59,11,7.3,67,146309,11973,tt0146309,theThirteenDays
4034,Traffic (2000),Crime|Drama|Thriller,Traffic,2000,124115725,69,83,3.9,70,7.6,86,181865,1900,tt0181865,theTraffic
4035,"Claim, The (2000)",Romance|Western,"Claim, The",2000,669258,1,10,4,1,6.5,62,218378,44853,tt0218378,"theClaim,The"
4036,Shadow of the Vampire (2000),Drama|Horror,Shadow of the Vampire,2000,8293784,14,23,3.63,20,6.9,71,189998,10873,tt0189998,theShadowoftheVampire
